Count,Component,Details,Datasheet
3x,"J1 / J2 / J3","CONN TERM BLOCK 45DEG 2POS 3.5MM","https://media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/Combicon%20Compact%20Series.pdf"
